""
"TEC System Name:","143-AC-5101","","Descriptor:","1ST FLR IDF RM"
" 52","143-AC-5102:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","143-AC-5102:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","143-AC-5102:MTR 2 TIMING","","","130.0","SEC"," -N-     NONE"
" 57","143-AC-5102:MTR2 ROT ANG","","","90.0",""," -N-     NONE"
" 58","143-AC-5102:MTR SETUP","","","0.0",""," -N-     NONE"
" 59","143-AC-5102:DO DIR. REV","","","0.0",""," -N-     NONE"
" 60","143-AC-5102:CYCLE FAN","","","YES",""," -N-     NONE"
" 63","143-AC-5102:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","143-AC-5102:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","143-AC-5102:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","143-AC-5102:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","143-AC-5102:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","143-AC-5102:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","143-AC-5102:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","143-AC-5102:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","143-AC-5102:CLG 1 ON","","","40.0","PCT"," -N-     NONE"
" 72","143-AC-5102:CLG 1 OFF","","","20.0","PCT"," -N-     NONE"
" 73","143-AC-5102:CLG 2 ON","","","80.0","PCT"," -N-     NONE"
" 74","143-AC-5102:CLG 2 OFF","","","60.0","PCT"," -N-     NONE"
" 75","143-AC-5102:CLG STG CNT","","","2.0",""," -N-     NONE"
" 76","143-AC-5102:CLG MIN ON","","","120.0","SEC"," -N-     NONE"
" 77","143-AC-5102:CLG MIN OFF","","","120.0","SEC"," -N-     NONE"
" 78","143-AC-5102:CTL TEMP","","","65.0","DEG F"," -N-     NONE"
" 79","143-AC-5102:CLG LOOPOUT","","","0.0","PCT"," -N-     SMOKE"
" 80","143-AC-5102:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 84","143-AC-5102:STAGE FAN","","","10.0","PCT"," -N-     NONE"
" 85","143-AC-5102:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","143-AC-5102:SWITCH TIME","","","1.0","MIN"," -N-     NONE"
" 90","143-AC-5102:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","143-AC-5102:CTL STPT","","","60.0","DEG F"," -N-     NONE"
" 96","143-AC-5102:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 98","143-AC-5102:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","143-AC-5102:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","143-AC-5103","","Descriptor:",""
"","143-AC-5103:ADDRESS","","","22",""," -N-     NONE"
"  2","143-AC-5103:APPLICATION","","","2053.0",""," -N-     NONE"
"  4","143-AC-5103:ROOM TEMP","","","64.25","DEG F"," -N-     NONE"
"  5","143-AC-5103:HEAT.COOL","","","HEAT",""," -N-     NONE"
"  6","143-AC-5103:DAY CLG STPT","","","72.0","DEG F"," -N-     NONE"
"  7","143-AC-5103:DAY HTG STPT","","","62.0","DEG F"," -N-     NONE"
"  8","143-AC-5103:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","143-AC-5103:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 11","143-AC-5103:RM STPT MIN","","","50.0","DEG F"," -N-     NONE"
" 12","143-AC-5103:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","143-AC-5103:RM STPT DIAL","","","76.25","DEG F"," -N-     NONE"
" 14","143-AC-5103:STPT DIAL","","","NO",""," -N-     NONE"
" 15","143-AC-5103:AUX TEMP","","","74.0","DEG F"," *F*     NONE"
" 18","143-AC-5103:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","143-AC-5103:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","143-AC-5103:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","143-AC-5103:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 24","143-AC-5103:DI 2","","","OFF",""," -N-     NONE"
" 25","143-AC-5103:DI 3","","","OFF",""," -N-     NONE"
" 29","143-AC-5103:DAY.NGT","","","DAY",""," -N-     NONE"
" 41","143-AC-5103:CLG STG 1","","","OFF",""," -N-     NONE"
" 42","143-AC-5103:CLG STG 2","","","OFF",""," -N-     NONE"
" 43","143-AC-5103:DO 3","","","OFF",""," -N-     NONE"
" 44","143-AC-5103:DO 4","","","OFF",""," -N-     NONE"
" 45","143-AC-5103:DO 5","","","OFF",""," -N-     NONE"
" 46","143-AC-5103:FAN","","","OFF",""," -N-     NONE"
" 52","143-AC-5103:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","143-AC-5103:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","143-AC-5103:MTR 2 TIMING","","","0.0","SEC"," -N-     NONE"
" 57","143-AC-5103:MTR2 ROT ANG","","","90.0",""," -N-     NONE"
" 58","143-AC-5103:MTR SETUP","","","0.0",""," -N-     NONE"
" 59","143-AC-5103:DO DIR. REV","","","0.0",""," -N-     NONE"
" 60","143-AC-5103:CYCLE FAN","","","YES",""," -N-     NONE"
" 63","143-AC-5103:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","143-AC-5103:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","143-AC-5103:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","143-AC-5103:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","143-AC-5103:HTG P GAIN","","","47.0",""," -N-     NONE"
" 68","143-AC-5103:HTG I GAIN","","","0.06",""," -N-     NONE"
" 69","143-AC-5103:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","143-AC-5103:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","143-AC-5103:CLG 1 ON","","","75.2","PCT"," -N-     NONE"
" 72","143-AC-5103:CLG 1 OFF","","","24.0","PCT"," -N-     NONE"
" 73","143-AC-5103:CLG 2 ON","","","80.0","PCT"," -N-     NONE"
" 74","143-AC-5103:CLG 2 OFF","","","2.0","PCT"," -N-     NONE"
" 75","143-AC-5103:CLG STG CNT","","","2.0",""," -N-     NONE"
" 76","143-AC-5103:CLG MIN ON","","","90.0","SEC"," -N-     NONE"
" 77","143-AC-5103:CLG MIN OFF","","","120.0","SEC"," -N-     NONE"
" 78","143-AC-5103:CTL TEMP","","","64.25","DEG F"," -N-     NONE"
" 79","143-AC-5103:CLG LOOPOUT","","","0.0","PCT"," -N-     SMOKE"
" 80","143-AC-5103:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 84","143-AC-5103:STAGE FAN","","","10.0","PCT"," -N-     NONE"
" 85","143-AC-5103:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","143-AC-5103:SWITCH TIME","","","1.0","MIN"," -N-     NONE"
" 90","143-AC-5103:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","143-AC-5103:CTL STPT","","","62.0","DEG F"," -N-     NONE"
" 96","143-AC-5103:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 98","143-AC-5103:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","143-AC-5103:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","143-AT-431000","","Descriptor:",""
"","143-AT-431000:ADDRESS","","","2",""," -N-     NONE"
"  2","143-AT-431000:APPLICATION","","","2459.0",""," -N-     NONE"
"  3","143-AT-431000:RMTMP OFFSET","","","0.0","DEG F"," -N-     NONE"
"  4","143-AT-431000:ROOM TEMP","","","68.25","DEG F"," -N-     NONE"
"  5","143-AT-431000:START","","","50.0","PCT"," -N-     NONE"
"  6","143-AT-431000:REHEAT AO1","","","0.0","VOLTS"," -N-     NONE"
"  7","143-AT-431000:AO2","","","0.0","VOLTS"," -N-     NONE"
"  8","143-AT-431000:AO3","","","0.0","VOLTS"," -N-     NONE"
"  9","143-AT-431000:TEMP CTL VOL","","","300.0"," CFM"," -N-     NONE"
" 10","143-AT-431000:DMPR STATUS","","","RECAL",""," -N-     NONE"
" 12","143-AT-431000:BUTTON ENA","","","NO",""," -N-     NONE"
" 13","143-AT-431000:ROOM STPT","","","73.0","DEG F"," -N-     OPER"
" 14","143-AT-431000:TRACK METHOD","","","FLOW",""," -N-     NONE"
" 15","143-AT-431000:FHX SIG AI3","","","2.0","VOLTS"," *F*     OPER"
" 16","143-AT-431000:VENT ALM DEL","","","30.0","SEC"," -N-     NONE"
" 17","143-AT-431000:VENT ALM ENA","","","NO",""," -N-     NONE"
" 18","143-AT-431000:OCC SWIT ENA","","","NO",""," -N-     NONE"
" 19","143-AT-431000:OCC BUTTON","","","OFF",""," -N-     NONE"
" 21","143-AT-431000:OCC.UNOCC","","","OCC",""," -N-     NONE"
" 22","143-AT-431000:VOL DIF ALM","","","ON",""," -N-     NONE"
" 23","143-AT-431000:NET ALM CMD","","","OFF",""," -N-     NONE"
" 24","143-AT-431000:OCC SWIT DI2","","","OFF",""," -N-     NONE"
" 25","143-AT-431000:BUTTON CMD","","","OCC",""," -N-     NONE"
" 26","143-AT-431000:GEX P GAIN","","","0.04",""," -N-     NONE"
" 27","143-AT-431000:ALM SWIT DI6","","","OFF",""," -N-     NONE"
" 28","143-AT-431000:ALM SWIT ENA","","","NO",""," -N-     NONE"
" 29","143-AT-431000:NET OCC CMD","","","OCC",""," -N-     OVRD"
" 30","143-AT-431000:GEX AIR VOL","","","300.0"," CFM"," -N-     NONE"
" 31","143-AT-431000:OCC SUP MAX","","","552.0"," CFM"," -N-     NONE"
" 32","143-AT-431000:OCC SUP MIN","","","300.0"," CFM"," -N-     NONE"
" 33","143-AT-431000:OCC GEX MAX","","","552.0"," CFM"," -N-     NONE"
" 34","143-AT-431000:OCC GEX MIN","","","300.0"," CFM"," -N-     NONE"
" 35","143-AT-431000:SUP AIR VOL","","","300.0"," CFM"," -N-     NONE"
" 36","143-AT-431000:SUP FLO COEF","","","0.62",""," -N-     NONE"
" 37","143-AT-431000:DIF ALM ENA","","","NO",""," -N-     NONE"
" 38","143-AT-431000:DIF ALM LVL","","","100.0"," CFM"," -N-     NONE"
" 39","143-AT-431000:DIF ALM DEL","","","30.0","SEC"," -N-     NONE"
" 40","143-AT-431000:FAIL MODE","","","OFF",""," -N-     NONE"
" 41","143-AT-431000:DO 1","","","OFF",""," -N-     NONE"
" 42","143-AT-431000:DO 2","","","OFF",""," -N-     NONE"
" 43","143-AT-431000:DO 3","","","ON",""," -N-     NONE"
" 44","143-AT-431000:DO 4","","","OFF",""," -N-     NONE"
" 45","143-AT-431000:AUTOZERO DO5","","","OFF",""," -N-     NONE"
" 46","143-AT-431000:ALARM DO6","","","OFF",""," -N-     NONE"
" 47","143-AT-431000:AI 4","","","54.4","PCT"," *F*     NONE"
" 48","143-AT-431000:SUP TEMP AI5","","","103.5","DEG F"," -N-     NONE"
" 49","143-AT-431000:VALVE CMD","","","100.0","PCT"," -N-     NONE"
" 50","143-AT-431000:TRACK MODE","","","ETS",""," -N-     NONE"
" 51","143-AT-431000:MIN FHX VOL","","","0.0"," CFM"," -N-     NONE"
" 52","143-AT-431000:MAX FHX VOL","","","0.0"," CFM"," -N-     NONE"
" 53","143-AT-431000:TOTL EXHAUST","","","300.0"," CFM"," -N-     NONE"
" 54","143-AT-431000:GEX FLO COEF","","","0.65",""," -N-     NONE"
" 55","143-AT-431000:FHX OCC VOL","","","0.0"," CFM"," -N-     NONE"
" 56","143-AT-431000:FHX UOC VOL","","","0.0"," CFM"," -N-     NONE"
" 57","143-AT-431000:VALVE CLOSED","","","10.0","VOLTS"," -N-     NONE"
" 58","143-AT-431000:VALVE OPEN","","","0.0","VOLTS"," -N-     NONE"
" 59","143-AT-431000:FHX VOL","","","0.0"," CFM"," *F*     NONE"
" 60","143-AT-431000:GEXDUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 61","143-AT-431000:OTHER SUP","","","0.0"," CFM"," -N-     NONE"
" 62","143-AT-431000:VOL DIFFRNC","","","0.0"," CFM"," -N-     NONE"
" 63","143-AT-431000:ROOM P GAIN","","","20.0",""," -N-     NONE"
" 64","143-AT-431000:ROOM I GAIN","","","0.01",""," -N-     NONE"
" 65","143-AT-431000:OCC DIF STPT","","","0.0"," CFM"," -N-     NONE"
" 66","143-AT-431000:UOC DIF STPT","","","0.0"," CFM"," -N-     NONE"
" 67","143-AT-431000:UOC GEX MAX","","","552.0"," CFM"," -N-     NONE"
" 68","143-AT-431000:UOC GEX MIN","","","300.0"," CFM"," -N-     NONE"
" 69","143-AT-431000:TOTL SUPPLY","","","296.0"," CFM"," -N-     NONE"
" 70","143-AT-431000:SUP P GAIN","","","0.04",""," -N-     NONE"
" 71","143-AT-431000:UOC SUP MAX","","","552.0"," CFM"," -N-     NONE"
" 72","143-AT-431000:UOC SUP MIN","","","300.0"," CFM"," -N-     NONE"
" 73","143-AT-431000:DO DIR.REV","","","0.0",""," -N-     NONE"
" 74","143-AT-431000:MTR SETUP","","","5.0",""," -N-     NONE"
" 75","143-AT-431000:SUP DMP CMD","","","29.2","PCT"," -N-     NONE"
" 76","143-AT-431000:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 77","143-AT-431000:MTR1 ROT ANG","","","90.0",""," -N-     NONE"
" 78","143-AT-431000:CTL TEMP","","","68.25","DEG F"," -N-     NONE"
" 79","143-AT-431000:TEMP LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 80","143-AT-431000:GEX DMP CMD","","","12.0","PCT"," -N-     NONE"
" 81","143-AT-431000:MTR2 TIMING","","","90.0","SEC"," -N-     NONE"
" 82","143-AT-431000:MTR2 ROT ANG","","","90.0",""," -N-     NONE"
" 83","143-AT-431000:OCC STATE","","","OFF",""," -N-     NONE"
" 84","143-AT-431000:UNOCC STATE","","","OFF",""," -N-     NONE"
" 85","143-AT-431000:GEX FLO STPT","","","300.0"," CFM"," -N-     NONE"
" 86","143-AT-431000:FAIL LIMIT","","","40.0"," CFM"," -N-     NONE"
" 87","143-AT-431000:FAIL TIME","","","60.0","SEC"," -N-     NONE"
" 88","143-AT-431000:VOL DIF STPT","","","0.0"," CFM"," -N-     NONE"
" 89","143-AT-431000:OTHER EXH","","","0.0"," CFM"," -N-     NONE"
" 90","143-AT-431000:OC V ALM LVL","","","40.0"," CFM"," -N-     NONE"
" 91","143-AT-431000:UC V ALM LVL","","","160.0"," CFM"," -N-     NONE"
" 92","143-AT-431000:VENT ALM","","","OFF",""," -N-     NONE"
" 93","143-AT-431000:SUP FLO STPT","","","300.0"," CFM"," -N-     NONE"
" 94","143-AT-431000:CAL AIR","","","NO",""," -N-     NONE"
" 95","143-AT-431000:CAL SETUP","","","1.0",""," -N-     NONE"
" 96","143-AT-431000:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","143-AT-431000:SUPDUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","143-AT-431000:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","143-AT-431000:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","143-AT-431002","","Descriptor:",""
"","143-AT-431002:ADDRESS","","","6",""," -N-     NONE"
"  2","143-AT-431002:APPLICATION","","","2459.0",""," -N-     NONE"
"  3","143-AT-431002:RMTMP OFFSET","","","0.0","DEG F"," -N-     NONE"
"  4","143-AT-431002:ROOM TEMP","","","72.25","DEG F"," -N-     NONE"
"  5","143-AT-431002:START","","","50.0","PCT"," -N-     NONE"
"  6","143-AT-431002:REHEAT AO1","","","8.32","VOLTS"," -N-     NONE"
"  7","143-AT-431002:AO2","","","0.0","VOLTS"," -N-     NONE"
"  8","143-AT-431002:AO3","","","0.0","VOLTS"," -N-     NONE"
"  9","143-AT-431002:TEMP CTL VOL","","","120.0"," CFM"," -N-     NONE"
" 10","143-AT-431002:DMPR STATUS","","","RECAL",""," -N-     NONE"
" 12","143-AT-431002:BUTTON ENA","","","NO",""," -N-     NONE"
" 13","143-AT-431002:ROOM STPT","","","72.0","DEG F"," -N-     OPER"
" 14","143-AT-431002:TRACK METHOD","","","FLOW",""," -N-     NONE"
" 15","143-AT-431002:FHX SIG AI3","","","0.0","VOLTS"," *F*     NONE"
" 16","143-AT-431002:VENT ALM DEL","","","30.0","SEC"," -N-     NONE"
" 17","143-AT-431002:VENT ALM ENA","","","NO",""," -N-     NONE"
" 18","143-AT-431002:OCC SWIT ENA","","","NO",""," -N-     NONE"
" 19","143-AT-431002:OCC BUTTON","","","OFF",""," -N-     NONE"
" 21","143-AT-431002:OCC.UNOCC","","","OCC",""," -N-     NONE"
" 22","143-AT-431002:VOL DIF ALM","","","ON",""," -N-     NONE"
" 23","143-AT-431002:NET ALM CMD","","","OFF",""," -N-     NONE"
" 24","143-AT-431002:OCC SWIT DI2","","","OFF",""," -N-     NONE"
" 25","143-AT-431002:BUTTON CMD","","","OCC",""," -N-     NONE"
" 26","143-AT-431002:GEX P GAIN","","","0.04",""," -N-     NONE"
" 27","143-AT-431002:ALM SWIT DI6","","","OFF",""," -N-     NONE"
" 28","143-AT-431002:ALM SWIT ENA","","","NO",""," -N-     NONE"
" 29","143-AT-431002:NET OCC CMD","","","OCC",""," -N-     OVRD"
" 30","143-AT-431002:GEX AIR VOL","","","108.0"," CFM"," -N-     NONE"
" 31","143-AT-431002:OCC SUP MAX","","","312.0"," CFM"," -N-     NONE"
" 32","143-AT-431002:OCC SUP MIN","","","120.0"," CFM"," -N-     NONE"
" 33","143-AT-431002:OCC GEX MAX","","","312.0"," CFM"," -N-     NONE"
" 34","143-AT-431002:OCC GEX MIN","","","120.0"," CFM"," -N-     NONE"
" 35","143-AT-431002:SUP AIR VOL","","","120.0"," CFM"," -N-     NONE"
" 36","143-AT-431002:SUP FLO COEF","","","0.62",""," -N-     NONE"
" 37","143-AT-431002:DIF ALM ENA","","","NO",""," -N-     NONE"
" 38","143-AT-431002:DIF ALM LVL","","","100.0"," CFM"," -N-     NONE"
" 39","143-AT-431002:DIF ALM DEL","","","30.0","SEC"," -N-     NONE"
" 40","143-AT-431002:FAIL MODE","","","OFF",""," -N-     NONE"
" 41","143-AT-431002:DO 1","","","OFF",""," -N-     NONE"
" 42","143-AT-431002:DO 2","","","OFF",""," -N-     NONE"
" 43","143-AT-431002:DO 3","","","OFF",""," -N-     NONE"
" 44","143-AT-431002:DO 4","","","OFF",""," -N-     NONE"
" 45","143-AT-431002:AUTOZERO DO5","","","OFF",""," -N-     NONE"
" 46","143-AT-431002:ALARM DO6","","","OFF",""," -N-     NONE"
" 47","143-AT-431002:AI 4","","","54.4","PCT"," *F*     NONE"
" 48","143-AT-431002:SUP TEMP AI5","","","70.0","DEG F"," -N-     NONE"
" 49","143-AT-431002:VALVE CMD","","","16.0","PCT"," -N-     NONE"
" 50","143-AT-431002:TRACK MODE","","","ETS",""," -N-     NONE"
" 51","143-AT-431002:MIN FHX VOL","","","0.0"," CFM"," -N-     NONE"
" 52","143-AT-431002:MAX FHX VOL","","","0.0"," CFM"," -N-     NONE"
" 53","143-AT-431002:TOTL EXHAUST","","","108.0"," CFM"," -N-     NONE"
" 54","143-AT-431002:GEX FLO COEF","","","0.57",""," -N-     NONE"
" 55","143-AT-431002:FHX OCC VOL","","","0.0"," CFM"," -N-     NONE"
" 56","143-AT-431002:FHX UOC VOL","","","0.0"," CFM"," -N-     NONE"
" 57","143-AT-431002:VALVE CLOSED","","","10.0","VOLTS"," -N-     NONE"
" 58","143-AT-431002:VALVE OPEN","","","0.0","VOLTS"," -N-     NONE"
" 59","143-AT-431002:FHX VOL","","","0.0"," CFM"," *F*     NONE"
" 60","143-AT-431002:GEXDUCT AREA","","","0.2","SQ. FT"," -N-     NONE"
" 61","143-AT-431002:OTHER SUP","","","0.0"," CFM"," -N-     NONE"
" 62","143-AT-431002:VOL DIFFRNC","",""," -12.0"," CFM"," -N-     NONE"
" 63","143-AT-431002:ROOM P GAIN","","","20.0",""," -N-     NONE"
" 64","143-AT-431002:ROOM I GAIN","","","0.01",""," -N-     NONE"
" 65","143-AT-431002:OCC DIF STPT","","","0.0"," CFM"," -N-     NONE"
" 66","143-AT-431002:UOC DIF STPT","","","0.0"," CFM"," -N-     NONE"
" 67","143-AT-431002:UOC GEX MAX","","","312.0"," CFM"," -N-     NONE"
" 68","143-AT-431002:UOC GEX MIN","","","120.0"," CFM"," -N-     NONE"
" 69","143-AT-431002:TOTL SUPPLY","","","120.0"," CFM"," -N-     NONE"
" 70","143-AT-431002:SUP P GAIN","","","0.04",""," -N-     NONE"
" 71","143-AT-431002:UOC SUP MAX","","","312.0"," CFM"," -N-     NONE"
" 72","143-AT-431002:UOC SUP MIN","","","120.0"," CFM"," -N-     NONE"
" 73","143-AT-431002:DO DIR.REV","","","0.0",""," -N-     NONE"
" 74","143-AT-431002:MTR SETUP","","","5.0",""," -N-     NONE"
" 75","143-AT-431002:SUP DMP CMD","","","32.0","PCT"," -N-     NONE"
